real_timestamp,real_datetime,simulation_time_s,relative_real_time_s
1757075304.5508342,2025-09-05 14:28:24.550834,0.0,1.0005505084991455
1757075304.5516608,2025-09-05 14:28:24.551661,60.0,1.0013771057128906
1757075309.732161,2025-09-05 14:28:29.732161,60.047,6.181877374649048
1757075310.771153,2025-09-05 14:28:30.771153,60.048,7.220869302749634
1757075310.7760658,2025-09-05 14:28:30.776066,60.053,7.225782155990601
1757075311.7894807,2025-09-05 14:28:31.789481,60.054,8.239197015762329
1757075311.7901027,2025-09-05 14:28:31.790103,65.053,8.239819049835205
1757075314.8391798,2025-09-05 14:28:34.839180,65.053,11.288896083831787
1757075314.8557482,2025-09-05 14:28:34.855748,65.054,11.305464506149292
1757075315.8975976,2025-09-05 14:28:35.897598,65.101,12.34731388092041
1757075315.9511318,2025-09-05 14:28:35.951132,65.112,12.400848150253296
1757075315.9524682,2025-09-05 14:28:35.952468,120.0,12.40218448638916
1757075323.0057044,2025-09-05 14:28:43.005704,120.047,19.45542073249817
1757075323.0764513,2025-09-05 14:28:43.076451,120.048,19.526167631149292
1757075324.1090708,2025-09-05 14:28:44.109071,120.053,20.55878710746765
1757075324.1105719,2025-09-05 14:28:44.110572,120.054,20.560288190841675
1757075324.1120186,2025-09-05 14:28:44.112019,125.047,20.561734914779663
1757075326.2031298,2025-09-05 14:28:46.203130,125.047,22.652846097946167
1757075326.2881718,2025-09-05 14:28:46.288172,125.048,22.73788809776306
1757075328.3266132,2025-09-05 14:28:48.326613,125.048,24.776329517364502
1757075328.368286,2025-09-05 14:28:48.368286,125.054,24.818002223968506
1757075329.4119332,2025-09-05 14:28:49.411933,125.094,25.86164951324463
1757075329.418879,2025-09-05 14:28:49.418879,125.105,25.868595361709595
1757075329.4250221,2025-09-05 14:28:49.425022,125.116,25.874738454818726
1757075329.4254405,2025-09-05 14:28:49.425441,180.0,25.87515687942505
1757075338.4890409,2025-09-05 14:28:58.489041,180.047,34.9387571811676
1757075338.4980128,2025-09-05 14:28:58.498013,180.053,34.94772911071777
1757075338.5632474,2025-09-05 14:28:58.563247,180.054,35.01296377182007
1757075339.5903127,2025-09-05 14:28:59.590313,180.055,36.04002904891968
1757075339.5922499,2025-09-05 14:28:59.592250,185.047,36.04196619987488
1757075342.631202,2025-09-05 14:29:02.631202,185.047,39.080918312072754
1757075342.742603,2025-09-05 14:29:02.742603,185.053,39.19231939315796
1757075343.8282754,2025-09-05 14:29:03.828275,185.053,40.277991771698
1757075343.852639,2025-09-05 14:29:03.852639,185.055,40.30235528945923
1757075345.487545,2025-09-05 14:29:05.487545,185.074,41.93726134300232
1757075345.4881432,2025-09-05 14:29:05.488143,185.08,41.937859535217285
1757075345.4884772,2025-09-05 14:29:05.488477,185.082,41.938193559646606
1757075345.4887755,2025-09-05 14:29:05.488775,240.0,41.93849182128906
1757075345.4998758,2025-09-05 14:29:05.499876,240.024,41.94959211349487
1757075345.5005827,2025-09-05 14:29:05.500583,240.027,41.95029902458191
1757075345.5010915,2025-09-05 14:29:05.501091,245.024,41.95080780982971
1757075345.5072947,2025-09-05 14:29:05.507295,245.048,41.957010984420776
1757075345.5129216,2025-09-05 14:29:05.512922,245.049,41.96263790130615
1757075345.513372,2025-09-05 14:29:05.513372,245.073,41.963088274002075
1757075345.513789,2025-09-05 14:29:05.513789,300.0,41.963505268096924
1757075345.5247996,2025-09-05 14:29:05.524800,300.025,41.97451591491699
1757075345.52546,2025-09-05 14:29:05.525460,305.025,41.9751763343811
1757075345.530827,2025-09-05 14:29:05.530827,305.05,41.98054337501526
1757075345.5313468,2025-09-05 14:29:05.531347,360.0,41.9810631275177
1757075345.541759,2025-09-05 14:29:05.541759,360.025,41.991475343704224
1757075345.5424426,2025-09-05 14:29:05.542443,365.025,41.99215888977051
1757075345.550472,2025-09-05 14:29:05.550472,365.05,42.00018835067749
1757075345.5511081,2025-09-05 14:29:05.551108,420.0,42.00082445144653
1757075345.5620446,2025-09-05 14:29:05.562045,420.025,42.0117609500885
1757075345.5627165,2025-09-05 14:29:05.562716,425.025,42.01243281364441
1757075345.5707886,2025-09-05 14:29:05.570789,425.05,42.02050495147705
1757075345.5714116,2025-09-05 14:29:05.571412,480.0,42.02112793922424
1757075345.5818744,2025-09-05 14:29:05.581874,480.025,42.031590700149536
1757075345.582627,2025-09-05 14:29:05.582627,485.025,42.03234338760376
1757075345.5935452,2025-09-05 14:29:05.593545,485.05,42.04326152801514
1757075345.5942395,2025-09-05 14:29:05.594239,540.0,42.04395580291748
1757075345.6055207,2025-09-05 14:29:05.605521,540.025,42.05523705482483
1757075345.6061356,2025-09-05 14:29:05.606136,545.025,42.05585193634033
1757075345.6091526,2025-09-05 14:29:05.609153,545.053,42.05886888504028
1757075345.609567,2025-09-05 14:29:05.609567,600.0,42.05928325653076
1757075345.620518,2025-09-05 14:29:05.620518,600.025,42.070234298706055
1757075345.6211257,2025-09-05 14:29:05.621126,605.025,42.070842027664185
1757075345.6241887,2025-09-05 14:29:05.624189,605.053,42.0739049911499
1757075345.6245954,2025-09-05 14:29:05.624595,660.0,42.07431173324585
1757075345.6403506,2025-09-05 14:29:05.640351,660.025,42.09006690979004
1757075345.6410787,2025-09-05 14:29:05.641079,665.025,42.090795040130615
1757075345.6468546,2025-09-05 14:29:05.646855,665.05,42.09657096862793
1757075345.6474009,2025-09-05 14:29:05.647401,720.0,42.09711718559265
1757075345.6597247,2025-09-05 14:29:05.659725,720.025,42.10944104194641
1757075345.6604693,2025-09-05 14:29:05.660469,725.025,42.110185623168945
1757075345.6693578,2025-09-05 14:29:05.669358,725.05,42.11907410621643
1757075345.6700273,2025-09-05 14:29:05.670027,780.0,42.11974358558655
1757075345.6818073,2025-09-05 14:29:05.681807,780.025,42.13152360916138
1757075345.6825047,2025-09-05 14:29:05.682505,785.025,42.13222098350525
1757075345.6887047,2025-09-05 14:29:05.688705,785.05,42.138421058654785
1757075345.689252,2025-09-05 14:29:05.689252,840.0,42.13896822929382
1757075345.7011316,2025-09-05 14:29:05.701132,840.025,42.15084791183472
1757075345.7018483,2025-09-05 14:29:05.701848,845.025,42.151564598083496
1757075345.7079322,2025-09-05 14:29:05.707932,845.05,42.15764856338501
1757075345.708545,2025-09-05 14:29:05.708545,900.0,42.1582612991333
1757075345.7204862,2025-09-05 14:29:05.720486,900.025,42.1702024936676
1757075345.721241,2025-09-05 14:29:05.721241,905.025,42.17095732688904
1757075345.7305863,2025-09-05 14:29:05.730586,905.05,42.18030261993408
1757075345.7312515,2025-09-05 14:29:05.731251,960.0,42.180967807769775
1757075345.7433238,2025-09-05 14:29:05.743324,960.025,42.19304013252258
1757075345.7441185,2025-09-05 14:29:05.744118,965.025,42.19383478164673
1757075345.7533967,2025-09-05 14:29:05.753397,965.05,42.203113079071045
1757075345.7540812,2025-09-05 14:29:05.754081,1020.0,42.203797578811646
1757075345.766048,2025-09-05 14:29:05.766048,1020.025,42.21576428413391
1757075345.766761,2025-09-05 14:29:05.766761,1025.025,42.216477394104004
1757075345.773056,2025-09-05 14:29:05.773056,1025.05,42.22277235984802
1757075345.7736235,2025-09-05 14:29:05.773623,1080.0,42.223339796066284
1757075345.7856648,2025-09-05 14:29:05.785665,1080.025,42.23538112640381
1757075345.786466,2025-09-05 14:29:05.786466,1085.025,42.23618221282959
1757075345.8039057,2025-09-05 14:29:05.803906,1085.05,42.25362205505371
1757075345.8047597,2025-09-05 14:29:05.804760,1140.0,42.25447607040405
1757075345.8169482,2025-09-05 14:29:05.816948,1140.025,42.26666450500488
1757075345.8176184,2025-09-05 14:29:05.817618,1145.025,42.26733469963074
1757075345.8209352,2025-09-05 14:29:05.820935,1145.053,42.2706515789032
1757075345.8213985,2025-09-05 14:29:05.821398,1200.0,42.27111482620239
1757075345.833549,2025-09-05 14:29:05.833549,1200.025,42.283265352249146
1757075345.8343086,2025-09-05 14:29:05.834309,1205.025,42.28402495384216
1757075345.843755,2025-09-05 14:29:05.843755,1205.05,42.293471336364746
1757075345.8444643,2025-09-05 14:29:05.844464,1260.0,42.29418063163757
1757075345.856604,2025-09-05 14:29:05.856604,1260.025,42.30632042884827
1757075345.8572655,2025-09-05 14:29:05.857265,1265.025,42.306981801986694
1757075345.860584,2025-09-05 14:29:05.860584,1265.053,42.31030035018921
1757075345.861076,2025-09-05 14:29:05.861076,1320.0,42.310792446136475
1757075345.8737118,2025-09-05 14:29:05.873712,1320.025,42.3234281539917
1757075345.8743653,2025-09-05 14:29:05.874365,1325.025,42.32408165931702
1757075345.877821,2025-09-05 14:29:05.877821,1325.053,42.327537298202515
1757075345.8782735,2025-09-05 14:29:05.878273,1380.0,42.32798981666565
1757075345.89156,2025-09-05 14:29:05.891560,1380.025,42.34127640724182
1757075345.8924289,2025-09-05 14:29:05.892429,1385.025,42.34214520454407
1757075345.9021754,2025-09-05 14:29:05.902175,1385.05,42.35189175605774
1757075345.9028986,2025-09-05 14:29:05.902899,1440.0,42.352614879608154
1757075345.9152308,2025-09-05 14:29:05.915231,1440.025,42.36494708061218
1757075345.916065,2025-09-05 14:29:05.916065,1445.025,42.36578130722046
1757075345.9253776,2025-09-05 14:29:05.925378,1445.05,42.375093936920166
1757075345.9260762,2025-09-05 14:29:05.926076,1500.0,42.375792503356934
1757075345.938452,2025-09-05 14:29:05.938452,1500.025,42.38816833496094
1757075345.9390442,2025-09-05 14:29:05.939044,1560.0,42.388760566711426
1757075345.9515226,2025-09-05 14:29:05.951523,1560.025,42.40123891830444
1757075345.952296,2025-09-05 14:29:05.952296,1565.025,42.40201234817505
1757075345.9587026,2025-09-05 14:29:05.958703,1565.05,42.40841889381409
1757075345.9593005,2025-09-05 14:29:05.959301,1620.0,42.409016847610474
1757075345.9777668,2025-09-05 14:29:05.977767,1620.025,42.42748308181763
1757075345.9784994,2025-09-05 14:29:05.978499,1625.025,42.428215742111206
1757075345.9850593,2025-09-05 14:29:05.985059,1625.05,42.434775590896606
1757075345.9856594,2025-09-05 14:29:05.985659,1680.0,42.435375690460205
1757075345.9980762,2025-09-05 14:29:05.998076,1680.025,42.447792530059814
1757075345.9988267,2025-09-05 14:29:05.998827,1685.025,42.448543071746826
1757075346.0055778,2025-09-05 14:29:06.005578,1685.05,42.455294132232666
1757075346.0062666,2025-09-05 14:29:06.006267,1740.0,42.45598292350769
1757075346.0192373,2025-09-05 14:29:06.019237,1740.025,42.46895360946655
1757075346.0199368,2025-09-05 14:29:06.019937,1745.025,42.46965312957764
1757075346.0234857,2025-09-05 14:29:06.023486,1745.053,42.47320199012756
1757075346.0239482,2025-09-05 14:29:06.023948,1800.0,42.47366452217102
